Input_pid,Output_eng
kini problem?,What's the problem?
Man my brother dey organise me knot nine knot,My brother is arranging a traditional marriage introduction for me.
Kokoro don bite Joe for nose.,A bug has bitten Joe on the nose.
I dey go jankara,I am going to Jankara.
Klasi decentz is also known as Rheeky excess.,Classy decency is also known as Reeky excess.
I dey go visit Mallam Musa for in Kiosk,I am going to visit Mallam Musa at his kiosk.
I dey go buy knockout for christmas,I am going to buy fireworks for Christmas.
I get plenty plenty kokolettes.,I have a lot of girlfriends.
comot for my kalban ori dey go kalban,Leave my head and go to another head.
As I no well I don dey kabash since day break (as am not feeling fine I have been praying since morning),"As I am not feeling fine, I have been praying since morning."
na who kaput means who died?,Who died?
an ishan lang. For calling some one a fool,You are a fool.
You dey do kabu kabu means you work as an unofficial cab driver,You work as an unofficial cab driver.
"if Ike close work like dis, him go first go joint shak two shuts of ogogoro befor him reach house.","If Ike finishes work like this, he will first go to a bar to take two shots of ogogoro before he gets home."
"i wan buy indomie. Which one u want, i get norma indomie, oh noodles, mimi noodles, uno noodles, make una choose one.","I want to buy Indomie. Which one do you want? I have normal Indomie, O! Noodles, Mimi Noodles, Uno Noodles; choose one."
Johnny bring that kom kom here.,"Johnny, bring that thing here."
Jo kill that mosquito before e bite us,Kill that mosquito before it bites us.
Oh boy see john koko waves,"Oh boy, look at John's very strong waves."
"As we enta de club, na so we jus kolobi every wia.","As we entered the club, we just took over everywhere."
1.O boy how Ghana win that football match? e be like say dey use juju oh,"Oh boy, how did Ghana win that football match? It seems like they used magic, oh."
i don work kpai today,I worked extremely hard today.
Why you wan thief my kele?,Why do you want to steal my girl?
There is kasuwan dare in GWAGWALADA,There is a night market in GWAGWALADA.
man to buy car for this town na kata kata,Buying a car in this town is chaotic.
babe this your food sweet sha but u na amodu; abeg no near my kitchen again.(props to Offia Valentine Offia for this definition),"Babe, this food of yours is really delicious, but you are a disaster; please, stay away from my kitchen again."
As I kolombi your sister,As I hugged your sister
Johnny don kpai today because na him birthday,Johnny died today because it's his birthday.
"you know say Khaki no bi leather, one day una go hear my name.","You know that khaki is not leather, one day you all will hear my name."
"While booking a motel over the internet, be absolutely sure you check the spot.A inexpensive motel who looks nice and is the perfect price will not be close for you to were you must be.In addition, some less expensive motels might cut through certain great features to save you on the money necessary the bedroom.They achieve this realizing that it will be your businessman who is just searching for a clean spot to sleep while he will be out of the office and doesn't invariably want to pay for a pool that he or she will never use.Another valid reason is they are often closer in the attraction than the larger hotels and grow at the same price, or else cheaper.","While booking a motel online, make sure you check its location. A cheap motel that looks good and is affordable might not be near where you need to be. Moreover, some budget motels might lack certain amenities to reduce room costs. They do this knowing that business travelers looking for a clean place to sleep while on the road might not need extras like a pool. Another reason is they might be closer to attractions than bigger hotels and could be the same price or cheaper."
his knicker is dirty,His knicker is dirty.
"Omo, Nkechi na Kezaya oh","Guy, it's Nkechi and Kezaya oh."
i wan kawasaki from here. my bodi dey do me one kind.,I want to leave here. My body is feeling somehow.
I don lost my kpali means i've misplaced my passport,I've misplaced my passport.
"abeg, fashi dat yans, na kpako!","Please, ignore that talk, it's nonsense!"
I want kpanch dat babe,I want to impress that girl.
"your sista na certified junky o. Xanax, tramadol, cocaine, codeine or weewee no dey lack for her system. she don dey behave abnormally o.","Your sister is a certified junkie. Xanax, tramadol, cocaine, codeine, or marijuana is never missing in her system. She has started behaving abnormally."
come make i tell you the koko means come let me tell you the fact.,Come let me tell you the fact.
omoh no dull oo! any gbenge na to kawa...,"Guy, don't be dull! Any opportunity is to be smart..."
1) Girl: my kpekus dey pain meTRANSLATIONGirl: my vagina hurts,Girl: my vagina hurts
I was there korokoro when the accident happen.,I was there in plain sight when the accident happened.
U dey friend that kep wen been dey with you yesterday?,Are you friends with that girl who was with you yesterday?
"Abeg, kowatiate (Please, expatiate)","Please, expatiate."
Abeg call this number for me kpakrikpa,Please call this number for me urgently.
Bobo! Kool Tempa Now,Guy! Calm down Now
No put me for koror abeg means don't put me in a tight position,Don't put me in a tight position.
I don talk my own Kpakam,I have said my piece exactly.
Abeg help me throw way this coke kpangolo abeg.,"Please help me throw away this coke can, please."
how much is your kpekere?,How much is your plantain chips?
"even though u wan make vote for am, ko gbadun o.","Even though you want to vote for him, he doesn't like it."
Skink dat girl na kpians she be,That girl is very cunning.
You dey kri. Means you are crazy,You are crazy.
Our neighbor don kpafuka this morning,Our neighbor died this morning.
Y u dey ask u be koti?,"Why are you asking, are you a police officer?"
dapo dey love up like person wey chop kognomi.,Dapo is in love like someone who ate kognomi.
I dey go Chinedu party only because en mama sabi make jollof well well,I am going to Chinedu's party only because his mom knows how to make jollof very well.
i saw bola with my koro-koro eyes,I saw Bola with my very own eyes.
You be kuturu,You are short.
See the kpanda shoe wey chinedu carry dey pose,Look at the oversized shoe Chinedu is wearing and showing off.
Dayo na kolokolo,Dayo is a thief
i sure say that small nga them no di leave u rest?,Are you sure that those kids are not giving you a hard time?
Him don go kuruley o.,He has gone crazy.
"Ah,Plenty Jolimenters bin come for Doris birthday o,no be small tin!","Ah, many people who came to enjoy themselves attended Doris's birthday, it was not a small thing!"
how timi con do dat in movement? omoh as olokpa show d guy just kawa!!,"How did Timi manage to do that? Oh my, as soon as the police showed up, the guy just calmed down!"
Some people dey talk sey soda-soap dey gi dem koro-koro.,Some people say that soda-soap gives them clear vision.
Abeg you fit give me small kishi?,"Please, can you give me a little space?"
no konk my pikin again,Don't hit my child again.
Abacha kpoof after he chop indian apple.,Abacha died after he ate Indian apple.
i kwaved dat girl last night o,I greeted that girl last night.
i no want kele kele love.,I don't want a soft or unserious love.
Konji dey hold dat guy anytime im dey wit dat babe.,That guy gets sexually aroused anytime he is with that girl.
Dat guy don kpeme,That guy is dead.
Hw kon3 syd bros,"How far side, bro?"
Di kipolu 50m long and holds 14 cows.,The pen is 50m long and holds 14 cows.
See all these kpalas for Jide domot,Look at all these big fishes at Jide's house.
Na so Tief kpakay my computer when they come my house,That's how the thief stole my computer when they came to my house.
you no go lai lai to lai lai get money means you'll never ever get rich,You'll never ever get rich.
