Input_pid,Output_eng
"Oo boi J-town cold for hamatan. Bobs, I just dey come from J-town","ow, Jos is very cold during the harmattan season. Bob, I just returned from Jos."
my iyawo don leave me,My wife has left me.
Make una com kolet plenti plenti orishi rishi dem wey jabrata for win!,"Please come and collect plenty of the small, shiny beads that were scattered around for free!"
Na Obilo dey control all the Iyabasira joints 4 town o!!,Obilo is the one in control of all the Iyabasira joints in town!!
her broda na jjc,Her brother is a newcomer.
John don jaa means john has left,John has left
"Oboy, that beb na jaga jaga gal.","oy, that girl is a troublemaker."
"this countri  no betta, everytin jaga jaga","This country is not better, everything is in disarray."
1. i dey go jack for common entrace exam,I am going to study for the common entrance exam.
"I wan go jab, we go yan later","I want to go out, we will talk later."
everything wey govlment don do na jagbajantis,verything the government has done is chaotic.
1. The artist dey draw jaga-jaga,The artist is drawing a messy picture.
This country is jaga jaga,his country is in a state of disarray.
Is Agbero that operate in jagwa.,The Agbero operates in Jagwa.
Enough Jairation for John party yesterday,here was too much excitement at John's party yesterday.
That mad man just jam my moto,hat crazy man just hit my car
You better come house if you see jakpas doings oh!!,You should come home if you see suspicious activities happening!
Make I Jakpa! Out of here....,Let me escape! Let's get out of here.
My bros dey show from jan,My brother has been showing up since January.
1. All those ibo men for market na jaguda,ll those Igbo men in the market are fraudsters.
Guy! you go smoke jamba?,uy! Are you going to smoke marijuana?
1. I dey go jankara,I am going to the market.
Men see how jambites jus full campus.,Men see how new students are just filling up the campus.
abeg put jara for me,Please add extra for me.
This girl look like jambites means this girl looks like a freshman,This girl looks like a freshman.
My pikin fall for jangilova means my child fell off the swing,wa mụ na-akpọ jangilova na-emeans my child fell off the swing
I am going to Jand tomorrow to see Wale,I am going to London tomorrow to see Wale.
John don fall from jangolova,John has fallen from the balcony.
Oga Jara e o,"Boss, add more."
"guy, u be jb o, u no fit carry this mbo.","uy, you are a weakling, you cannot handle this load."
Jaeyloaded.com is an entertainment website for updates,aeyloaded.com is an entertainment website for updates.
na jelorsi go kill you means you'll die of jealousy,"""Na jelorsi go kill you"" means you will die of jealousy."
i wan make u do am jejeli abeg,"I want you to do it gently, please."
Leave Here Jeri,"The translation of ""Leave Here Jeri"" to English is ""Leave here quickly."""
Na de jazz im wife jazz am wey mek am dey look like monkey.,His wife used juju on him that made him look like a monkey.
Johnny Just Drop,"The translation of ""Johnny Just Drop"" to English is ""Johnny just arrived."""
1. Jo kill that mosquito before e bite us,Please kill that mosquito before it bites us.
"1. Kai chinedu, you never wash plate before? you dey behave like JJC",". Kai Chinedu, you never wash plates before? You are behaving like a newcomer."
1. Na only jip go fit carry us for dis bad road.,Only a jeep can carry us on this bad road.
Papa you knw go comot me 4 this jette,"ather, you will not remove me from this jet."
Da son da Gawd es Jesus,"The sentence translates to ""The son of God is Jesus"" in English."
See as you dey Waka like pesin wey don jogo,ook at how you are walking as if you have no worries.
tunde get big johnthomas.,Tunde has a big John Thomas.
How many jive you get? means how cars do you have?,"The sentence ""How many jive you get?"" means ""How many cars do you have?"" in English."
Lets try and jobb that man that just won the lottery,et's try to scam that man who just won the lottery.
1)this guy you dey jonze oh,This guy you are teasing.
Make we go jogodo now,Let's go have fun now.
"Ah,Plenty Jolimenters bin come for Doris birthday o,no be small tin!","Ah, a lot of well-wishers came for Doris' birthday, it was quite a big event!"
Forget that girl she is always jonesing,"orget about that girl, she is always pretending."
She u fit use ladder climb maggi....jorr....con use parachute get down...joor oh,"She said you can use a ladder to climb up, then use a parachute to come down."
I dey go Chinedu party only because en mama sabi make jollof well well,I am going to Chinedu's party only because his mother knows how to make jollof rice very well.
"1. No kil yosef fo dis laif o, jos dey jollifikatt dey go o!","on't kill yourself in this life, just be happy and enjoy yourself!"
get out of here jor!,Get out of here!
"if Ike close work like dis, him go first go joint shak two shuts of ogogoro befor him reach house.","If Ike finishes work like this, he will first go to a bar and drink two shots of ogogoro before he gets home."
Dis guyz wey hammer before don dey jonz,he guys who were successful before are now living a lavish lifestyle.
1. Why tony always dey wear jump up?,Why does Tony always wear jumpers?
"How you dey, Jubbo?","How are you, Jubbo?"
1.O boy how Ghana win that football match? e be like say dey use juju oh,". Oh boy, how did Ghana win that football match? It seems like they used black magic."
The girl get k-leg.,The girl has knock knees.
Dis waka don get k-leg o!,This journey has encountered a setback!
My jujupoyoyo,y favorite thing
My love or my dearest,ne m or nwa m di mma
As I no well I don dey kabash since day break (as am not feeling fine I have been praying since morning),"As I am not feeling well, I have been praying since daybreak."
abeg your story get k-leg. means your story is a lie.,"""Abeg your story get k-leg"" translates to ""Your story is not true"" in English."
chairman just call me from K-D.,The chairman just called me from Kaduna.
1. Kai! I no fit pay chinonso school fees,"Wow! I can't afford to pay Chinonso's school fees."""
1. That kai-kai sweet oh,. That palm wine is delicious
"your sista na certified junky o. Xanax, tramadol, cocaine, codeine or weewee no dey lack for her system. she don dey behave abnormally o.","Your sister is a certified drug addict. Xanax, tramadol, cocaine, codeine, or marijuana are always in her system. She has started behaving abnormally."
You dey do kabu kabu means you work as an unofficial cab driver,"The sentence ""You dey do kabu kabu means you work as an unofficial cab driver"" translates to ""You are doing kabu kabu, which means you work as an unofficial cab driver"""
This tree still stand kakaraka for ground even with all this rain means the tree is still rooted firmly to the soil even with the torrent rain.,This tree is still standing firmly on the ground despite the heavy rain.
"""Oh boy, I wan go kaka.""meaning: ""I want to poop.""","""Oh boy, I want to poop."""
comot for my kalban ori dey go kalban,"Take your hand off my head and go away."""
we dey buy two kala tumorrow,We are buying two baskets tomorrow.
"1. Man that my BMW, when I drive am for road the thing just dey Kampe",". That man with my BMW, when I drive it on the road, everything just goes smoothly."
Guy na kalaku you wan smoke? U go craze ooo.,"Guy, are you crazy that you want to smoke? You will go mad."""
"u kack no be small, fine boi","You are very handsome, fine boy."""
O man kaluba nor dey,The man is not at home.
Which kain wrapper you wan buy? means What kind of wrapper do you want to buy?,"The translation of the Igbo sentence ""Which kain wrapper you wan buy?"" to English is ""What kind of wrapper do you want to buy?"""
1.guy why you dey kaone yourself na.,"Why are you isolating yourself, guy?"
"Noun: IBB is a kaita, so is Ota boy.Verb: Don't kaita what we have been building for 11 yrs in one day.""I like that girl, please don't be a Kaita"" Or In a Foolish Person's Thought: We are winning 1 - 0, let me kaita this game, so that I can get a red card and my opponent can win.","oun: IBB is a troublemaker, so is Ota boy. Verb: Don't spoil what we have been building for 11 years in one day. ""I like that girl, please don't cause trouble."" Or In a Foolish Person's Thought: We are winning 1 - 0, let me cause trouble in this game, so that I can get a red card and my opponent can win."
